job_titles,ai_impact,tasks,ai_models,ai_workload_ratio,domain
Youth Development Specialist,40.0,475,1830,0.2595628415300546,Administrative & Clerical
Decorator,40.0,616,2386,0.2581726739312657,Data & IT
Travel Specialist,40.0,566,2071,0.2732979237083534,Communication & PR
Server Assistant,40.0,246,708,0.3474576271186441,Supply Chain & Logistics
Citrix Engineer,40.0,499,1325,0.3766037735849056,Medical & Healthcare
Netsuite Consultant,40.0,730,2157,0.3384330088085304,Supply Chain & Logistics
Room Attendant,40.0,258,959,0.2690302398331595,Law Enforcement
Public Affairs Specialist,40.0,647,2271,0.2848965213562307,Data & IT
Privacy Officer,40.0,500,1687,0.2963841138114997,Communication & PR
Personnel Security Specialist,40.0,511,1730,0.2953757225433526,Hospitality
Loss Prevention,40.0,457,1439,0.3175816539263377,Sales & Marketing
Cisco Network Engineer,40.0,95,623,0.1524879614767255,Sales & Marketing
Dental Office Manager,40.0,651,2087,0.31193100143747,Hospitality
Assembly Technician,40.0,437,1436,0.3043175487465181,Construction
Desktop Support,40.0,658,1981,0.3321554770318021,Supply Chain & Logistics
Watchmaker,40.0,157,643,0.2441679626749611,Leadership & Strategy
Air Marshal,40.0,41,325,0.1261538461538461,Communication & PR
Behavioral Technician,40.0,134,948,0.1413502109704641,Construction
Room Service Server,40.0,203,842,0.2410926365795724,Construction
Insurance Clerk,40.0,463,1446,0.3201936376210235,Medical & Healthcare
Telecommunications Analyst,40.0,554,2270,0.2440528634361233,Supply Chain & Logistics
Technology Coordinator,40.0,656,2506,0.2617717478052673,Medical & Healthcare
Tech Support,40.0,636,2458,0.258746948738812,Leadership & Strategy
Systems Architect,40.0,520,1914,0.2716823406478579,Administrative & Clerical
Market Researcher,40.0,1037,3356,0.3089988081048868,Construction
Market Research Analyst,40.0,1046,3372,0.3102016607354685,Law Enforcement
Service Desk Analyst,40.0,772,2319,0.3329021129797326,Hospitality
Senior Network Engineer,40.0,609,1807,0.3370226895406751,Sales & Marketing
Call Center,40.0,1064,3265,0.3258805513016845,Leadership & Strategy
Strategic Consultant,40.0,629,2098,0.2998093422306959,Administrative & Clerical
Solutions Consultant,40.0,836,2528,0.3306962025316455,Data & IT
Nursing Home Administrator,40.0,440,1692,0.260047281323877,Sales & Marketing
Restaurant General Manager,40.0,392,1308,0.2996941896024465,Administrative & Clerical
Reservations Agent,40.0,565,2015,0.2803970223325062,Data & IT
Reservationist,40.0,570,2011,0.2834410740924913,Communication & PR
Investigator,40.0,473,1414,0.3345120226308345,Supply Chain & Logistics
Gunsmith,40.0,140,555,0.2522522522522522,Medical & Healthcare
Forensic Investigator,40.0,419,1269,0.3301812450748621,Leadership & Strategy
Detective,40.0,400,1195,0.3347280334728033,Administrative & Clerical
Court Security Officer,40.0,339,1079,0.3141797961075069,Data & IT
Travel Counselor,40.0,565,2101,0.2689195621132794,Hospitality
Travel Agent,40.0,575,2145,0.2680652680652681,Sales & Marketing
Cisco Engineer,40.0,95,623,0.1524879614767255,Construction
Security Supervisor,40.0,283,998,0.2835671342685371,Law Enforcement
Youth Program Director,40.0,771,2366,0.3258664412510566,Hospitality
Professional Services Consultant,40.0,805,2344,0.3434300341296928,Communication & PR
Mechatronics Engineer,40.0,434,1677,0.2587954680977937,Administrative & Clerical
Voip Engineer,40.0,349,1406,0.2482219061166429,Construction
Telecom Engineer,40.0,390,1626,0.2398523985239852,Law Enforcement
Environmental Scientist,40.0,521,1566,0.3326947637292465,Leadership & Strategy
Environmental Chemist,40.0,511,1558,0.32798459563543,Administrative & Clerical
Storage Engineer,40.0,403,1672,0.2410287081339713,Leadership & Strategy
Site Engineer,40.0,461,1551,0.2972275950999355,Administrative & Clerical
Rf Engineer,40.0,419,1418,0.2954866008462623,Data & IT
Rf Design Engineer,40.0,415,1405,0.295373665480427,Communication & PR
Production Clerk,40.0,336,1291,0.260263361735089,Supply Chain & Logistics
Maintenance Director,40.0,399,1357,0.2940309506263817,Medical & Healthcare
Procurement Engineer,40.0,527,1671,0.3153800119688809,Construction
Database Manager,40.0,761,2088,0.364463601532567,Law Enforcement
Facilities Administrator,40.0,673,2177,0.3091410197519522,Data & IT
Documentation Specialist,40.0,786,2418,0.3250620347394541,Communication & PR
Business Coordinator,40.0,939,2880,0.3260416666666667,Hospitality
Welding,40.0,92,444,0.2072072072072072,Sales & Marketing
Recruiting Assistant,40.0,611,2013,0.3035270740188773,Hospitality
Public Relations,40.0,734,2691,0.272761055369751,Sales & Marketing
Clinical Data Associate,40.0,862,2525,0.3413861386138614,Data & IT
Planning Analyst,40.0,598,1872,0.3194444444444444,Communication & PR
Hr Analyst,40.0,776,2352,0.3299319727891156,Supply Chain & Logistics
Compensation Specialist,40.0,723,2180,0.3316513761467889,Medical & Healthcare
Web Designer,40.0,667,2649,0.2517931294828237,Leadership & Strategy
User Interface Designer,40.0,686,2633,0.2605393087732624,Administrative & Clerical
Process Control Engineer,40.0,482,1584,0.3042929292929293,Law Enforcement
Caterer,40.0,630,1975,0.3189873417721519,Supply Chain & Logistics
Tow Truck Driver,40.0,69,360,0.1916666666666666,Medical & Healthcare
Shuttle Driver,40.0,95,416,0.2283653846153846,Leadership & Strategy
Shuttle Bus Driver,40.0,93,412,0.2257281553398058,Administrative & Clerical
Biological Scientist,40.0,475,1721,0.2760023242300988,Construction
Associate Scientist,40.0,524,1772,0.2957110609480812,Law Enforcement
Non Cdl Driver,40.0,168,583,0.2881646655231561,Hospitality
Heavy Truck Driver,40.0,154,565,0.2725663716814159,Sales & Marketing
Lease Administrator,40.0,635,2107,0.301376364499288,Leadership & Strategy
Risk Management Specialist,40.0,604,1858,0.32508073196986,Administrative & Clerical
Lab Aide,40.0,287,1031,0.2783705140640155,Data & IT
Hotel Night Auditor,40.0,452,1301,0.3474250576479631,Communication & PR
Noc Engineer,40.0,681,2080,0.3274038461538461,Leadership & Strategy
Sports Information Director,40.0,474,1798,0.2636262513904338,Communication & PR
Immigration Attorney,40.0,479,1673,0.2863120143454871,Leadership & Strategy
Defense Attorney,40.0,462,1253,0.3687150837988827,Administrative & Clerical
Outreach Coordinator,40.0,901,3233,0.2786885245901639,Construction
Fundraising Manager,40.0,867,2659,0.3260624294847687,Law Enforcement
Community Outreach Specialist,40.0,926,2851,0.3247983163802174,Supply Chain & Logistics
Community Outreach Coordinator,40.0,934,2874,0.324982602644398,Medical & Healthcare
Resident Engineer,40.0,463,1502,0.3082556591211717,Hospitality
Project Engineer,40.0,505,1613,0.3130812151270923,Sales & Marketing
Litigation Paralegal,40.0,554,1932,0.2867494824016563,Data & IT
Litigation Legal Assistant,40.0,553,1927,0.2869745718733783,Communication & PR
Operating Engineer,40.0,380,1509,0.2518223989396951,Supply Chain & Logistics
Office Engineer,40.0,461,1743,0.2644865174985656,Medical & Healthcare
Mechanical Designer,40.0,485,1864,0.2601931330472103,Data & IT
Claims Supervisor,40.0,600,1988,0.3018108651911468,Leadership & Strategy
Claims Adjuster,40.0,588,1919,0.3064095883272538,Administrative & Clerical
Claims,40.0,557,1738,0.3204833141542002,Data & IT
Claim Examiner,40.0,579,1913,0.3026659696811291,Communication & PR
Field Investigator,40.0,628,1840,0.3413043478260869,Supply Chain & Logistics
Erp Analyst,40.0,648,1730,0.3745664739884393,Medical & Healthcare
Pipeline Controller,40.0,306,1154,0.2651646447140381,Construction
Installation Coordinator,40.0,588,1814,0.3241455347298787,Law Enforcement
Business Developer,40.0,984,2898,0.3395445134575569,Data & IT
Bi Developer,40.0,822,2530,0.324901185770751,Communication & PR
Software Trainer,40.0,800,2642,0.3028009084027252,Hospitality
Sap Abap Developer,40.0,615,1838,0.3346028291621327,Sales & Marketing
Technology Trainer,40.0,643,2446,0.2628781684382665,Construction
Clinical Data Coordinator,40.0,859,2499,0.3437374949979992,Administrative & Clerical
Event Producer,40.0,936,3182,0.2941546197360151,Hospitality
Volunteer,40.0,245,926,0.2645788336933045,Sales & Marketing
Patent Analyst,40.0,561,1813,0.3094318808604523,Hospitality
Loss Prevention Detective,40.0,415,1381,0.3005068790731354,Sales & Marketing
Junior Financial Analyst,40.0,792,2669,0.2967403521918321,Construction
Fraud Analyst,40.0,711,2184,0.3255494505494505,Law Enforcement
Ui Designer,40.0,691,2693,0.2565911622725584,Data & IT
Server Engineer,40.0,566,1757,0.3221400113830392,Communication & PR
Cost Analyst,40.0,680,1864,0.3648068669527897,Leadership & Strategy
Business Objects Developer,40.0,871,2669,0.3263394529786437,Administrative & Clerical
Gis Specialist,40.0,701,2197,0.3190714610832954,Construction
Cloud Consultant,40.0,772,2262,0.3412908930150309,Leadership & Strategy
Staffing Specialist,40.0,685,2281,0.3003068829460762,Law Enforcement
Oracle Consultant,40.0,716,2140,0.3345794392523364,Hospitality
Marketing Data Analyst,40.0,1027,3220,0.3189440993788819,Sales & Marketing
Staffing Consultant,40.0,678,2192,0.3093065693430657,Leadership & Strategy
Sales Recruiter,40.0,606,1842,0.3289902280130293,Administrative & Clerical
Recruitment Manager,40.0,643,2048,0.31396484375,Data & IT
Recruiting Coordinator,40.0,613,2010,0.3049751243781095,Communication & PR
Legal Administrative Assistant,40.0,531,1910,0.2780104712041885,Supply Chain & Logistics
Immigration Paralegal,40.0,531,1890,0.2809523809523809,Medical & Healthcare
Concrete Truck Driver,40.0,59,193,0.3056994818652849,Data & IT
Box Truck Driver,40.0,331,1162,0.2848537005163511,Communication & PR
Contract Attorney,40.0,466,1378,0.3381712626995646,Data & IT
Merchandise Coordinator,40.0,804,2897,0.2775284777355885,Sales & Marketing
Assistant District Attorney,40.0,592,1989,0.2976370035193564,Hospitality
Workforce Management Analyst,40.0,652,2166,0.3010156971375808,Sales & Marketing
Senior Paralegal,40.0,432,1578,0.2737642585551331,Leadership & Strategy
Real Estate Paralegal,40.0,431,1547,0.2786037491919845,Administrative & Clerical
Staffing Manager,40.0,682,2269,0.3005729396209784,Supply Chain & Logistics
Staffing Coordinator,40.0,684,2278,0.3002633889376646,Medical & Healthcare
Litigation Attorney,40.0,503,1699,0.2960565038257798,Hospitality
Litigation Associate,40.0,502,1701,0.2951205173427396,Sales & Marketing
Legal Secretary,40.0,532,1909,0.2786799371398638,Construction
Legal Assistant,40.0,527,1905,0.2766404199475065,Law Enforcement
Php Web Developer,40.0,568,2182,0.2603116406966086,Construction
Php Developer,40.0,566,2178,0.2598714416896235,Law Enforcement
Autocad Designer,40.0,663,2463,0.269183922046285,Hospitality
Associate Attorney,40.0,654,2100,0.3114285714285714,Communication & PR
Digital Account Manager,39.0,560,1606,0.348692403486924,Data & IT
Crisis Counselor,38.0,397,1224,0.3243464052287582,Administrative & Clerical
Support Technician,38.0,1122,3609,0.3108894430590191,Data & IT
Edi Analyst,38.0,524,1437,0.3646485734168406,Administrative & Clerical
Information Security Engineer,38.0,491,1373,0.3576110706482155,Leadership & Strategy
Integration Analyst,38.0,540,1483,0.3641267700606878,Medical & Healthcare
It Specialist,38.0,547,1548,0.3533591731266149,Supply Chain & Logistics
Network Consultant,38.0,1009,3292,0.3065006075334143,Construction
Network Support Specialist,38.0,1025,3395,0.3019145802650957,Sales & Marketing
Salesforce Administrator,38.0,1022,3269,0.3126338329764453,Hospitality
Sap Functional Consultant,38.0,1025,3289,0.3116448768622681,Communication & PR
Junior Network Engineer,38.0,493,1352,0.3646449704142012,Law Enforcement
Simulation Engineer,37.0,667,2285,0.2919037199124726,Law Enforcement
Mechanical Drafter,37.0,567,1959,0.2894333843797856,Leadership & Strategy
Security Engineer,37.0,631,1968,0.320630081300813,Supply Chain & Logistics
Production Engineer,37.0,668,2485,0.2688128772635815,Medical & Healthcare
Unix Engineer,36.0,516,1690,0.3053254437869822,Sales & Marketing
Underground Miner,36.0,286,1124,0.2544483985765124,Construction
Verification Engineer,36.0,506,1628,0.3108108108108108,Hospitality
Voice Engineer,36.0,551,1759,0.313246162592382,Communication & PR
Policy Advisor,35.0,736,2378,0.3095037846930193,Data & IT
Commercial Account Manager,35.0,374,2294,0.1630340017436791,Administrative & Clerical
Commercial Sales Manager,35.0,376,1109,0.3390441839495041,Leadership & Strategy
Family Support Worker,35.0,454,1560,0.291025641025641,Communication & PR
Online Sales Manager,35.0,998,3082,0.3238157040882544,Supply Chain & Logistics
Hvac Sales,35.0,309,1062,0.2909604519774011,Medical & Healthcare
Field Organizer,35.0,452,1389,0.3254139668826494,Data & IT
Insurance Broker,35.0,441,1376,0.3204941860465116,Communication & PR
Organizer,35.0,823,3094,0.2659987071751777,Administrative & Clerical
Business Partner,35.0,319,2087,0.1528509822712027,Leadership & Strategy
Senior Sales Executive,35.0,973,3033,0.3208044840092318,Communication & PR
Overnight Stocker,35.0,320,1114,0.2872531418312388,Construction
Neonatal Nurse Practitioner,35.0,229,825,0.2775757575757576,Administrative & Clerical
Nursing,35.0,237,882,0.2687074829931973,Leadership & Strategy
Business Development Consultant,35.0,346,2218,0.1559963931469792,Sales & Marketing
Business Development Director,35.0,348,2223,0.1565452091767881,Hospitality
Business Development Manager,35.0,352,2227,0.1580601706331387,Communication & PR
Client Manager,35.0,353,2216,0.1592960288808664,Data & IT
Lathe Operator,35.0,200,820,0.2439024390243902,Medical & Healthcare
Manufacturing Process Engineer,35.0,715,2635,0.2713472485768501,Supply Chain & Logistics
Night Stocker,35.0,312,1108,0.2815884476534296,Law Enforcement
Acute Care Nurse Practitioner,35.0,119,796,0.1494974874371859,Data & IT
Programmer Analyst,35.0,979,3054,0.3205631958087754,Communication & PR
Peoplesoft Developer,35.0,957,3052,0.313564875491481,Hospitality
Penetration Tester,35.0,668,2047,0.3263312164142647,Sales & Marketing
Gis Technician,35.0,494,1408,0.3508522727272727,Leadership & Strategy
Geospatial Analyst,35.0,506,1430,0.3538461538461538,Administrative & Clerical
Data Manager,35.0,611,1771,0.3450028232636928,Data & IT
Transportation Analyst,35.0,815,2451,0.3325173398612811,Communication & PR
Front Office Assistant,35.0,470,1642,0.2862362971985384,Hospitality
Dental Receptionist,35.0,461,1651,0.2792247122955784,Sales & Marketing
Claims Representative,35.0,240,1572,0.1526717557251908,Hospitality
Treasury Manager,35.0,704,2184,0.3223443223443223,Law Enforcement
Associate Product Manager,35.0,316,2008,0.1573705179282868,Data & IT
Assistant Project Manager,35.0,311,1980,0.157070707070707,Communication & PR
Special Events Coordinator,35.0,1071,3790,0.2825857519788918,Hospitality
Purchasing Agent,35.0,853,3098,0.2753389283408651,Sales & Marketing
Prepress,35.0,546,2241,0.2436412315930388,Supply Chain & Logistics
Office Cleaning,35.0,67,416,0.1610576923076923,Medical & Healthcare
Materials Planner,35.0,752,2426,0.3099752679307502,Leadership & Strategy
Lead Technician,35.0,428,1196,0.3578595317725752,Administrative & Clerical
Financial Consultant,35.0,486,1547,0.3141564318034906,Leadership & Strategy
Clinic Receptionist,35.0,241,1566,0.1538952745849297,Construction
Claims Examiner,35.0,238,1561,0.1524663677130044,Sales & Marketing
Car Mechanic,35.0,66,525,0.1257142857142857,Leadership & Strategy
Aviation Mechanic,35.0,67,527,0.127134724857685,Administrative & Clerical
Aviation Maintenance Technician,35.0,68,536,0.126865671641791,Data & IT
Automotive Technician,35.0,70,573,0.1221640488656195,Communication & PR
Employee Relations Specialist,35.0,467,1469,0.3179033356024506,Construction
Senior Graphic Designer,35.0,857,3006,0.2850964737192282,Law Enforcement
Graphics Designer,35.0,631,2347,0.2688538559863656,Supply Chain & Logistics
Oracle Dba,35.0,961,3055,0.3145662847790507,Medical & Healthcare
Aircraft Maintenance Technician,35.0,68,536,0.126865671641791,Supply Chain & Logistics
Salesforce Developer,35.0,1004,3228,0.3110285006195787,Data & IT
Orthopedic Technician,35.0,174,673,0.2585438335809807,Leadership & Strategy
Mobile Phlebotomist,35.0,147,467,0.3147751605995717,Administrative & Clerical
Program Analyst,35.0,970,3248,0.2986453201970443,Hospitality
Gis Analyst,35.0,511,1434,0.3563458856345886,Sales & Marketing
Financial Risk Analyst,35.0,517,1584,0.3263888888888889,Construction
Financial Reporting Analyst,35.0,532,1624,0.3275862068965517,Law Enforcement
Special Events Manager,35.0,1049,3671,0.2857532007627349,Data & IT
Payroll Supervisor,35.0,718,2405,0.2985446985446985,Communication & PR
Onboarding Specialist,35.0,955,3349,0.2851597491788593,Hospitality
Human Resources Representative,35.0,469,1525,0.3075409836065573,Sales & Marketing
Aircraft Assembler,35.0,64,518,0.1235521235521235,Medical & Healthcare
Transportation Manager,35.0,278,1819,0.1528312259483232,Medical & Healthcare
Licensed Practical Nurse,35.0,80,588,0.1360544217687075,Law Enforcement
Management Analyst,35.0,442,2925,0.1511111111111111,Medical & Healthcare
Production Team Leader,35.0,254,1552,0.163659793814433,Sales & Marketing
Process Consultant,35.0,243,1378,0.1763425253991291,Construction
Strategic Planning Manager,35.0,262,2038,0.1285574092247301,Data & IT
Senior Sales Manager,35.0,263,2064,0.127422480620155,Data & IT
Sales Specialist,35.0,271,2075,0.1306024096385542,Communication & PR
Business Development Analyst,35.0,338,2185,0.1546910755148741,Leadership & Strategy
Parts Advisor,35.0,246,1893,0.1299524564183835,Sales & Marketing
Inventory Clerk,35.0,530,1840,0.2880434782608695,Leadership & Strategy
Inventory Associate,35.0,536,1848,0.29004329004329,Administrative & Clerical
Cnc Operator,35.0,89,611,0.1456628477905073,Data & IT
Shop Manager,35.0,238,1929,0.1233799896319336,Communication & PR
Workforce Analyst,35.0,771,2290,0.3366812227074235,Construction
Strategist,35.0,926,3429,0.2700495771361913,Law Enforcement
Strategic Planner,35.0,935,3451,0.270935960591133,Supply Chain & Logistics
Product Trainer,35.0,264,1946,0.1356628982528263,Hospitality
Staffing Recruiter,35.0,870,2826,0.3078556263269639,Law Enforcement
Environmental Specialist,35.0,376,1239,0.3034705407586763,Supply Chain & Logistics
Staff Nurse,35.0,236,841,0.2806183115338882,Medical & Healthcare
Grant Coordinator,35.0,499,1630,0.3061349693251534,Hospitality
Director Of Education,35.0,438,1326,0.3303167420814479,Sales & Marketing
Computer Science Tutor,35.0,418,1297,0.3222821896684656,Construction
Childcare Teacher,35.0,125,884,0.1414027149321267,Law Enforcement
Informatics Nurse,35.0,114,761,0.1498028909329829,Supply Chain & Logistics
Channel Manager,35.0,218,1291,0.168861347792409,Supply Chain & Logistics
Butcher,35.0,55,513,0.1072124756335282,Data & IT
Regional Manager,35.0,309,1904,0.1622899159663865,Communication & PR
Field Application Engineer,35.0,444,1220,0.3639344262295082,Data & IT
Dsp Engineer,35.0,438,1225,0.3575510204081633,Communication & PR
Circuit Design Engineer,35.0,96,697,0.1377331420373027,Hospitality
Asic Design Engineer,35.0,98,699,0.1402002861230329,Sales & Marketing
Inside Sales Manager,35.0,225,1454,0.15474552957359,Construction
Director Of Business Development,35.0,220,1334,0.1649175412293853,Law Enforcement
Certified Nurse Aide,35.0,90,657,0.136986301369863,Medical & Healthcare
Traffic Manager,35.0,281,2146,0.1309412861136999,Leadership & Strategy
Health Coach,35.0,404,1322,0.3055975794251134,Construction
Clinical Research Manager,35.0,294,1874,0.1568836712913554,Law Enforcement
Clinical Research Coordinator,35.0,294,1874,0.1568836712913554,Supply Chain & Logistics
Vocational Counselor,35.0,713,2178,0.3273645546372819,Medical & Healthcare
Knowledge Manager,35.0,272,1587,0.1713925645872716,Leadership & Strategy
Information Technology Manager,35.0,276,1906,0.1448058761804826,Administrative & Clerical
Business Administrator,35.0,238,1432,0.1662011173184357,Data & IT
Operations Analyst,35.0,939,3006,0.312375249500998,Medical & Healthcare
Business Development Specialist,35.0,341,2193,0.1554947560419516,Supply Chain & Logistics
Business Development Associate,35.0,340,2190,0.1552511415525114,Medical & Healthcare
Consultant,35.0,495,1511,0.3275976174718729,Administrative & Clerical
Sharepoint Administrator,35.0,1002,3274,0.3060476481368356,Administrative & Clerical
Sales Coordinator,35.0,997,3135,0.3180223285486443,Hospitality
Sales Consultant,35.0,996,3045,0.3270935960591133,Sales & Marketing
Relationship Manager,35.0,967,3049,0.317153164972122,Construction
Regional Sales Manager,35.0,1003,3153,0.3181097367586425,Law Enforcement
Assistant Designer,35.0,226,1888,0.1197033898305084,Communication & PR
Medical Laboratory Technologist,35.0,340,1340,0.2537313432835821,Data & IT
Medical Laboratory Technician,35.0,339,1339,0.2531740104555638,Communication & PR
Medical Laboratory Scientist,35.0,342,1343,0.2546537602382725,Hospitality
Lab Assistant,35.0,458,1498,0.3057409879839786,Sales & Marketing
Family Support Specialist,35.0,450,1548,0.2906976744186046,Hospitality
Patent Examiner,35.0,607,2133,0.2845757149554618,Sales & Marketing
Legislative Assistant,35.0,774,2532,0.3056872037914692,Construction
Legal Receptionist,35.0,463,1700,0.2723529411764706,Law Enforcement
Ic Design Engineer,35.0,448,1243,0.3604183427192277,Leadership & Strategy
Library Media Specialist,35.0,720,2380,0.3025210084033613,Administrative & Clerical
Instructor,35.0,406,1238,0.3279483037156704,Data & IT
Hvac Instructor,35.0,273,917,0.2977099236641221,Communication & PR
Intake Coordinator,35.0,434,1412,0.3073654390934844,Supply Chain & Logistics
Health Services Manager,35.0,436,1437,0.3034098816979819,Medical & Healthcare
Medical Technologist,35.0,301,1125,0.2675555555555555,Leadership & Strategy
Medical Technician,35.0,306,1131,0.2705570291777188,Administrative & Clerical
Chemistry Tutor,35.0,117,730,0.1602739726027397,Supply Chain & Logistics
Integration Engineer,35.0,525,1396,0.3760744985673352,Medical & Healthcare
School Librarian,35.0,694,2295,0.30239651416122,Leadership & Strategy
Chef Manager,35.0,90,740,0.1216216216216216,Communication & PR
Loss Prevention Manager,35.0,445,1545,0.2880258899676375,Leadership & Strategy
Emergency Management Specialist,35.0,403,1291,0.3121611154144074,Administrative & Clerical
Chief Administrative Officer,35.0,281,1828,0.1537199124726477,Data & IT
Tanker,35.0,62,373,0.1662198391420911,Supply Chain & Logistics
Forklift Driver,35.0,160,648,0.2469135802469135,Medical & Healthcare
Courier,35.0,177,680,0.2602941176470588,Leadership & Strategy
Prepress Technician,35.0,548,2232,0.2455197132616487,Law Enforcement
Juvenile Probation Officer,35.0,429,1323,0.3242630385487528,Supply Chain & Logistics
Corporate Paralegal,35.0,458,1638,0.2796092796092796,Medical & Healthcare
Training Specialist,35.0,1018,3114,0.3269107257546564,Leadership & Strategy
Strategy Manager,35.0,262,1999,0.1310655327663832,Administrative & Clerical
Cyber Security Engineer,35.0,99,694,0.1426512968299711,Construction
Computer Support Specialist,35.0,134,1090,0.1229357798165137,Law Enforcement
Care Manager,35.0,221,1544,0.1431347150259067,Supply Chain & Logistics
Psychiatric Nurse Practitioner,35.0,121,897,0.1348940914158305,Medical & Healthcare
Contract Driver,35.0,174,672,0.2589285714285714,Administrative & Clerical
Analytical Chemist,35.0,114,757,0.1505944517833553,Administrative & Clerical
Entry Level Accountant,35.0,481,1585,0.3034700315457413,Construction
Corporate Accountant,35.0,486,1586,0.3064312736443884,Law Enforcement
Commodity Trader,35.0,444,1360,0.3264705882352941,Supply Chain & Logistics
Commercial Loan Officer,35.0,441,1284,0.3434579439252336,Medical & Healthcare
Aesthetic Nurse,35.0,108,726,0.1487603305785124,Leadership & Strategy
Brewer,35.0,55,508,0.108267716535433,Hospitality
Executive Chef,35.0,299,1007,0.2969215491559086,Data & IT
Assistant Restaurant Manager,35.0,142,1006,0.1411530815109344,Construction
Taxi Driver,35.0,93,383,0.2428198433420365,Law Enforcement
Construction Driver,35.0,200,756,0.2645502645502645,Data & IT
Carrier,35.0,62,529,0.1172022684310018,Communication & PR
Car Driver,35.0,60,505,0.1188118811881188,Hospitality
Volunteer Coordinator,35.0,787,2343,0.3358941527955612,Sales & Marketing
Front Of House Manager,35.0,443,1432,0.3093575418994413,Leadership & Strategy
Food Production Worker,35.0,260,953,0.2728226652675761,Administrative & Clerical
Banquet Captain,35.0,101,793,0.1273644388398487,Sales & Marketing
Shift Manager,35.0,233,1888,0.1234110169491525,Hospitality
Inventory Control Manager,35.0,546,1774,0.3077790304396843,Leadership & Strategy
Title Processor,35.0,685,2075,0.3301204819277108,Administrative & Clerical
Ranger,35.0,203,720,0.2819444444444444,Data & IT
Fire Investigator,35.0,424,1308,0.3241590214067278,Communication & PR
Patient Access Specialist,35.0,440,1709,0.2574605032182563,Hospitality
Patient Access Representative,35.0,441,1710,0.2578947368421053,Sales & Marketing
Infusion Nurse,35.0,113,864,0.130787037037037,Leadership & Strategy
Front Desk Supervisor,35.0,194,1236,0.156957928802589,Sales & Marketing
Administrative Services Manager,35.0,294,1879,0.1564662054284193,Hospitality
Multimedia Specialist,35.0,982,3476,0.2825086306098964,Administrative & Clerical
Field Service Engineer,35.0,425,1217,0.3492193919474117,Administrative & Clerical
Aircraft Engineer,35.0,93,688,0.1351744186046511,Construction
Telecom Sales,35.0,257,1909,0.1346254583551597,Administrative & Clerical
Telephone Interviewer,35.0,924,2765,0.3341772151898734,Administrative & Clerical
Managing Consultant,35.0,232,1341,0.1730052199850857,Law Enforcement
Medical Secretary,35.0,585,2151,0.2719665271966527,Construction
Director Of Finance,35.0,287,1774,0.1617812852311161,Administrative & Clerical
Management Consultant,35.0,231,1336,0.1729041916167664,Supply Chain & Logistics
Logistics Specialist,35.0,805,2534,0.3176795580110497,Medical & Healthcare
Channel Sales Manager,35.0,348,2205,0.1578231292517006,Hospitality
Business Continuity Manager,35.0,306,1947,0.1571648690292758,Sales & Marketing
Representative,35.0,261,1681,0.1552647233789411,Construction
Insurance Specialist,35.0,240,1523,0.1575837163493105,Law Enforcement
Communications Technician,35.0,125,792,0.1578282828282828,Supply Chain & Logistics
Supply Planner,35.0,745,2408,0.3093853820598006,Supply Chain & Logistics
Public Relations Coordinator,35.0,974,3481,0.2798046538351048,Leadership & Strategy
Medical Interpreter,35.0,419,1730,0.2421965317919075,Law Enforcement
Media Coordinator,35.0,1020,3559,0.2865973588086541,Data & IT
Event Coordinator,35.0,502,1632,0.3075980392156863,Communication & PR
Corporate Event Planner,35.0,508,1624,0.312807881773399,Hospitality
Content Writer,35.0,553,2025,0.2730864197530864,Sales & Marketing
Blogger,35.0,328,2417,0.1357054199420769,Construction
Blog Writer,35.0,327,2442,0.1339066339066339,Law Enforcement
Packaging,35.0,161,1310,0.1229007633587786,Medical & Healthcare
Generator Technician,35.0,232,841,0.2758620689655172,Sales & Marketing
Hotel General Manager,35.0,425,1271,0.3343823760818253,Construction
Hotel Front Office Manager,35.0,475,1545,0.3074433656957929,Law Enforcement
Greeter,35.0,277,900,0.3077777777777777,Supply Chain & Logistics
Front Office Supervisor,35.0,468,1627,0.2876459741856177,Medical & Healthcare
Accounting Consultant,35.0,240,1585,0.1514195583596214,Hospitality
Taxonomist,35.0,661,2244,0.2945632798573975,Sales & Marketing
Cytogenetic Technologist,35.0,337,1150,0.2930434782608695,Leadership & Strategy
Laboratory Assistant,35.0,456,1497,0.3046092184368738,Law Enforcement
General Contractor,35.0,299,939,0.3184238551650692,Leadership & Strategy
Drilling Supervisor,35.0,232,792,0.2929292929292929,Administrative & Clerical
Architectural Drafter,35.0,137,1204,0.1137873754152823,Data & IT
Stock Manager,35.0,661,2265,0.291832229580574,Communication & PR
Proposal Specialist,35.0,988,3459,0.2856316854582249,Data & IT
Housing Specialist,35.0,441,1408,0.3132102272727273,Communication & PR
Contract Negotiator,35.0,397,1238,0.3206785137318255,Hospitality
Patent Agent,35.0,641,2233,0.2870577698163905,Construction
Associate Consultant,35.0,289,1784,0.1619955156950672,Data & IT
Yard Jockey,35.0,314,1178,0.266553480475382,Communication & PR
Fire Alarm Technician,35.0,218,777,0.2805662805662806,Construction
Diesel Technician,35.0,209,744,0.2809139784946236,Law Enforcement
Diesel Mechanic,35.0,206,740,0.2783783783783783,Supply Chain & Logistics
Copier Technician,35.0,232,884,0.2624434389140271,Medical & Healthcare
Wire Technician,35.0,527,1641,0.3211456429006703,Hospitality
Gse Mechanic,35.0,199,736,0.2703804347826087,Hospitality
